wavelength,M11,M12,M13,M14,M21,M22,M23,M24,M31,M32,M33,M34,M41,M42,M43,M44
379,1,-0.71766,0,0,-0.71766,1,0,0,0,0,-0.049544,0.694629,0,0,-0.694629,-0.049544
380,1,-0.72704,0,0,-0.72704,1,0,0,0,0,-0.050689,0.684722,0,0,-0.684722,-0.050689
381,1,-0.735585,0,0,-0.735585,1,0,0,0,0,-0.051433,0.675477,0,0,-0.675477,-0.051433
382,1,-0.743341,0,0,-0.743341,1,0,0,0,0,-0.051869,0.666899,0,0,-0.666899,-0.051869
383,1,-0.750355,0,0,-0.750355,1,0,0,0,0,-0.052078,0.658981,0,0,-0.658981,-0.052078
384,1,-0.756672,0,0,-0.756672,1,0,0,0,0,-0.052137,0.651713,0,0,-0.651713,-0.052137
385,1,-0.762317,0,0,-0.762317,1,0,0,0,0,-0.052092,0.645104,0,0,-0.645104,-0.052092
386,1,-0.767333,0,0,-0.767333,1,0,0,0,0,-0.052012,0.639136,0,0,-0.639136,-0.052012
387,1,-0.771782,0,0,-0.771782,1,0,0,0,0,-0.051976,0.633759,0,0,-0.633759,-0.051976
388,1,-0.775703,0,0,-0.775703,1,0,0,0,0,-0.052031,0.628949,0,0,-0.628949,-0.052031
389,1,-0.779133,0,0,-0.779133,1,0,0,0,0,-0.052219,0.62468,0,0,-0.62468,-0.052219
390,1,-0.782106,0,0,-0.782106,1,0,0,0,0,-0.052577,0.620923,0,0,-0.620923,-0.052577
391,1,-0.784627,0,0,-0.784627,1,0,0,0,0,-0.053127,0.617688,0,0,-0.617688,-0.053127
392,1,-0.786745,0,0,-0.786745,1,0,0,0,0,-0.053915,0.61492,0,0,-0.61492,-0.053915
393,1,-0.788499,0,0,-0.788499,1,0,0,0,0,-0.054973,0.612575,0,0,-0.612575,-0.054973
394,1,-0.789915,0,0,-0.789915,1,0,0,0,0,-0.056324,0.610624,0,0,-0.610624,-0.056324
395,1,-0.791019,0,0,-0.791019,1,0,0,0,0,-0.057989,0.609038,0,0,-0.609038,-0.057989
396,1,-0.79181,0,0,-0.79181,1,0,0,0,0,-0.059986,0.607815,0,0,-0.607815,-0.059986
397,1,-0.792322,0,0,-0.792322,1,0,0,0,0,-0.062339,0.60691,0,0,-0.60691,-0.062339
398,1,-0.792589,0,0,-0.792589,1,0,0,0,0,-0.065062,0.606275,0,0,-0.606275,-0.065062
399,1,-0.79263,0,0,-0.79263,1,0,0,0,0,-0.068169,0.60588,0,0,-0.60588,-0.068169
400,1,-0.792462,0,0,-0.792462,1,0,0,0,0,-0.071671,0.605695,0,0,-0.605695,-0.071671
401,1,-0.792075,0,0,-0.792075,1,0,0,0,0,-0.075587,0.605726,0,0,-0.605726,-0.075587
402,1,-0.791516,0,0,-0.791516,1,0,0,0,0,-0.079918,0.6059,0,0,-0.6059,-0.079918
403,1,-0.790802,0,0,-0.790802,1,0,0,0,0,-0.08467,0.606187,0,0,-0.606187,-0.08467
404,1,-0.789948,0,0,-0.789948,1,0,0,0,0,-0.089847,0.606556,0,0,-0.606556,-0.089847
405,1,-0.78895,0,0,-0.78895,1,0,0,0,0,-0.095461,0.606997,0,0,-0.606997,-0.095461
406,1,-0.787836,0,0,-0.787836,1,0,0,0,0,-0.101506,0.607463,0,0,-0.607463,-0.101506
407,1,-0.786626,0,0,-0.786626,1,0,0,0,0,-0.107978,0.607914,0,0,-0.607914,-0.107978
408,1,-0.785335,0,0,-0.785335,1,0,0,0,0,-0.114874,0.60832,0,0,-0.60832,-0.114874
409,1,-0.783959,0,0,-0.783959,1,0,0,0,0,-0.122195,0.608668,0,0,-0.608668,-0.122195
410,1,-0.782521,0,0,-0.782521,1,0,0,0,0,-0.12993,0.608917,0,0,-0.608917,-0.12993
411,1,-0.781039,0,0,-0.781039,1,0,0,0,0,-0.138065,0.609029,0,0,-0.609029,-0.138065
412,1,-0.779525,0,0,-0.779525,1,0,0,0,0,-0.146588,0.608977,0,0,-0.608977,-0.146588
413,1,-0.777972,0,0,-0.777972,1,0,0,0,0,-0.155496,0.608753,0,0,-0.608753,-0.155496
414,1,-0.776406,0,0,-0.776406,1,0,0,0,0,-0.164765,0.608314,0,0,-0.608314,-0.164765
415,1,-0.77484,0,0,-0.77484,1,0,0,0,0,-0.174376,0.607632,0,0,-0.607632,-0.174376
416,1,-0.773277,0,0,-0.773277,1,0,0,0,0,-0.184313,0.606689,0,0,-0.606689,-0.184313
417,1,-0.771717,0,0,-0.771717,1,0,0,0,0,-0.194562,0.605474,0,0,-0.605474,-0.194562
418,1,-0.770182,0,0,-0.770182,1,0,0,0,0,-0.205094,0.603951,0,0,-0.603951,-0.205094
419,1,-0.768679,0,0,-0.768679,1,0,0,0,0,-0.215885,0.602101,0,0,-0.602101,-0.215885
420,1,-0.7672,0,0,-0.7672,1,0,0,0,0,-0.226922,0.599925,0,0,-0.599925,-0.226922
421,1,-0.765762,0,0,-0.765762,1,0,0,0,0,-0.238174,0.597395,0,0,-0.597395,-0.238174
422,1,-0.764375,0,0,-0.764375,1,0,0,0,0,-0.249615,0.594494,0,0,-0.594494,-0.249615
423,1,-0.763033,0,0,-0.763033,1,0,0,0,0,-0.261223,0.591221,0,0,-0.591221,-0.261223
424,1,-0.761741,0,0,-0.761741,1,0,0,0,0,-0.272976,0.587567,0,0,-0.587567,-0.272976
425,1,-0.760512,0,0,-0.760512,1,0,0,0,0,-0.284841,0.583513,0,0,-0.583513,-0.284841
426,1,-0.759343,0,0,-0.759343,1,0,0,0,0,-0.296796,0.57906,0,0,-0.57906,-0.296796
427,1,-0.758228,0,0,-0.758228,1,0,0,0,0,-0.308821,0.574212,0,0,-0.574212,-0.308821
428,1,-0.757184,0,0,-0.757184,1,0,0,0,0,-0.320883,0.568952,0,0,-0.568952,-0.320883
429,1,-0.756208,0,0,-0.756208,1,0,0,0,0,-0.33296,0.563282,0,0,-0.563282,-0.33296
430,1,-0.755289,0,0,-0.755289,1,0,0,0,0,-0.345033,0.557216,0,0,-0.557216,-0.345033
431,1,-0.754444,0,0,-0.754444,1,0,0,0,0,-0.357072,0.550739,0,0,-0.550739,-0.357072
432,1,-0.753672,0,0,-0.753672,1,0,0,0,0,-0.369052,0.543857,0,0,-0.543857,-0.369052
433,1,-0.752956,0,0,-0.752956,1,0,0,0,0,-0.380961,0.536588,0,0,-0.536588,-0.380961
434,1,-0.752315,0,0,-0.752315,1,0,0,0,0,-0.392766,0.528921,0,0,-0.528921,-0.392766
435,1,-0.751744,0,0,-0.751744,1,0,0,0,0,-0.404448,0.520868,0,0,-0.520868,-0.404448
436,1,-0.75123,0,0,-0.75123,1,0,0,0,0,-0.415995,0.512447,0,0,-0.512447,-0.415995
437,1,-0.750789,0,0,-0.750789,1,0,0,0,0,-0.427376,0.503652,0,0,-0.503652,-0.427376
438,1,-0.750413,0,0,-0.750413,1,0,0,0,0,-0.438578,0.4945,0,0,-0.4945,-0.438578
439,1,-0.750092,0,0,-0.750092,1,0,0,0,0,-0.449587,0.485008,0,0,-0.485008,-0.449587
440,1,-0.74984,0,0,-0.74984,1,0,0,0,0,-0.460378,0.475176,0,0,-0.475176,-0.460378
441,1,-0.749645,0,0,-0.749645,1,0,0,0,0,-0.47094,0.465025,0,0,-0.465025,-0.47094
442,1,-0.749504,0,0,-0.749504,1,0,0,0,0,-0.481261,0.454568,0,0,-0.454568,-0.481261
443,1,-0.749425,0,0,-0.749425,1,0,0,0,0,-0.491318,0.44381,0,0,-0.44381,-0.491318
444,1,-0.749392,0,0,-0.749392,1,0,0,0,0,-0.501111,0.43278,0,0,-0.43278,-0.501111
445,1,-0.749412,0,0,-0.749412,1,0,0,0,0,-0.51062,0.421483,0,0,-0.421483,-0.51062
446,1,-0.749487,0,0,-0.749487,1,0,0,0,0,-0.519833,0.409932,0,0,-0.409932,-0.519833
447,1,-0.749595,0,0,-0.749595,1,0,0,0,0,-0.528752,0.398156,0,0,-0.398156,-0.528752
448,1,-0.749754,0,0,-0.749754,1,0,0,0,0,-0.537356,0.386156,0,0,-0.386156,-0.537356
449,1,-0.749952,0,0,-0.749952,1,0,0,0,0,-0.545645,0.373955,0,0,-0.373955,-0.545645
450,1,-0.750184,0,0,-0.750184,1,0,0,0,0,-0.553615,0.361572,0,0,-0.361572,-0.553615
451,1,-0.750458,0,0,-0.750458,1,0,0,0,0,-0.561251,0.349014,0,0,-0.349014,-0.561251
452,1,-0.750753,0,0,-0.750753,1,0,0,0,0,-0.568564,0.336309,0,0,-0.336309,-0.568564
453,1,-0.751083,0,0,-0.751083,1,0,0,0,0,-0.57554,0.323463,0,0,-0.323463,-0.57554
454,1,-0.751439,0,0,-0.751439,1,0,0,0,0,-0.582179,0.310495,0,0,-0.310495,-0.582179
455,1,-0.751812,0,0,-0.751812,1,0,0,0,0,-0.588488,0.297424,0,0,-0.297424,-0.588488
456,1,-0.752213,0,0,-0.752213,1,0,0,0,0,-0.594453,0.284256,0,0,-0.284256,-0.594453
457,1,-0.752622,0,0,-0.752622,1,0,0,0,0,-0.600091,0.271018,0,0,-0.271018,-0.600091
458,1,-0.75305,0,0,-0.75305,1,0,0,0,0,-0.605392,0.257714,0,0,-0.257714,-0.605392
459,1,-0.75349,0,0,-0.75349,1,0,0,0,0,-0.610361,0.244361,0,0,-0.244361,-0.610361
460,1,-0.753933,0,0,-0.753933,1,0,0,0,0,-0.615008,0.230976,0,0,-0.230976,-0.615008
461,1,-0.754391,0,0,-0.754391,1,0,0,0,0,-0.619322,0.217564,0,0,-0.217564,-0.619322
462,1,-0.754841,0,0,-0.754841,1,0,0,0,0,-0.623328,0.204147,0,0,-0.204147,-0.623328
463,1,-0.7553,0,0,-0.7553,1,0,0,0,0,-0.627013,0.190728,0,0,-0.190728,-0.627013
464,1,-0.755753,0,0,-0.755753,1,0,0,0,0,-0.630391,0.177323,0,0,-0.177323,-0.630391
465,1,-0.756203,0,0,-0.756203,1,0,0,0,0,-0.633467,0.163941,0,0,-0.163941,-0.633467
466,1,-0.75665,0,0,-0.75665,1,0,0,0,0,-0.636241,0.150591,0,0,-0.150591,-0.636241
467,1,-0.757082,0,0,-0.757082,1,0,0,0,0,-0.638733,0.137286,0,0,-0.137286,-0.638733
468,1,-0.757512,0,0,-0.757512,1,0,0,0,0,-0.640931,0.124027,0,0,-0.124027,-0.640931
469,1,-0.75792,0,0,-0.75792,1,0,0,0,0,-0.642863,0.110833,0,0,-0.110833,-0.642863
470,1,-0.758321,0,0,-0.758321,1,0,0,0,0,-0.644518,0.097702,0,0,-0.097702,-0.644518
471,1,-0.758702,0,0,-0.758702,1,0,0,0,0,-0.645915,0.084646,0,0,-0.084646,-0.645915
472,1,-0.759067,0,0,-0.759067,1,0,0,0,0,-0.647055,0.071671,0,0,-0.071671,-0.647055
473,1,-0.759415,0,0,-0.759415,1,0,0,0,0,-0.647946,0.058781,0,0,-0.058781,-0.647946
474,1,-0.759739,0,0,-0.759739,1,0,0,0,0,-0.6486,0.045984,0,0,-0.045984,-0.6486
475,1,-0.760047,0,0,-0.760047,1,0,0,0,0,-0.649015,0.033282,0,0,-0.033282,-0.649015
476,1,-0.760324,0,0,-0.760324,1,0,0,0,0,-0.649215,0.020684,0,0,-0.020684,-0.649215
477,1,-0.760586,0,0,-0.760586,1,0,0,0,0,-0.649186,0.008188,0,0,-0.008188,-0.649186
478,1,-0.760814,0,0,-0.760814,1,0,0,0,0,-0.648956,-0.004196,0,0,0.004196,-0.648956
479,1,-0.761024,0,0,-0.761024,1,0,0,0,0,-0.648515,-0.01647,0,0,0.01647,-0.648515
480,1,-0.761201,0,0,-0.761201,1,0,0,0,0,-0.647884,-0.028627,0,0,0.028627,-0.647884
481,1,-0.761355,0,0,-0.761355,1,0,0,0,0,-0.647058,-0.040667,0,0,0.040667,-0.647058
482,1,-0.761479,0,0,-0.761479,1,0,0,0,0,-0.646053,-0.052587,0,0,0.052587,-0.646053
483,1,-0.761575,0,0,-0.761575,1,0,0,0,0,-0.644871,-0.064385,0,0,0.064385,-0.644871
484,1,-0.761642,0,0,-0.761642,1,0,0,0,0,-0.643519,-0.07606,0,0,0.07606,-0.643519
485,1,-0.761678,0,0,-0.761678,1,0,0,0,0,-0.642005,-0.08761,0,0,0.08761,-0.642005
486,1,-0.761687,0,0,-0.761687,1,0,0,0,0,-0.640332,-0.099035,0,0,0.099035,-0.640332
487,1,-0.761662,0,0,-0.761662,1,0,0,0,0,-0.638512,-0.110332,0,0,0.110332,-0.638512
488,1,-0.761612,0,0,-0.761612,1,0,0,0,0,-0.636541,-0.121502,0,0,0.121502,-0.636541
489,1,-0.761524,0,0,-0.761524,1,0,0,0,0,-0.634439,-0.132544,0,0,0.132544,-0.634439
490,1,-0.761413,0,0,-0.761413,1,0,0,0,0,-0.632194,-0.143458,0,0,0.143458,-0.632194
491,1,-0.761264,0,0,-0.761264,1,0,0,0,0,-0.629831,-0.154243,0,0,0.154243,-0.629831
492,1,-0.761091,0,0,-0.761091,1,0,0,0,0,-0.627334,-0.164901,0,0,0.164901,-0.627334
493,1,-0.760879,0,0,-0.760879,1,0,0,0,0,-0.62473,-0.17543,0,0,0.17543,-0.62473
494,1,-0.760645,0,0,-0.760645,1,0,0,0,0,-0.622002,-0.185831,0,0,0.185831,-0.622002
495,1,-0.760371,0,0,-0.760371,1,0,0,0,0,-0.619176,-0.196106,0,0,0.196106,-0.619176
496,1,-0.760075,0,0,-0.760075,1,0,0,0,0,-0.616235,-0.206253,0,0,0.206253,-0.616235
497,1,-0.759739,0,0,-0.759739,1,0,0,0,0,-0.613206,-0.216274,0,0,0.216274,-0.613206
498,1,-0.759382,0,0,-0.759382,1,0,0,0,0,-0.610071,-0.22617,0,0,0.22617,-0.610071
499,1,-0.758986,0,0,-0.758986,1,0,0,0,0,-0.606855,-0.235941,0,0,0.235941,-0.606855
500,1,-0.758568,0,0,-0.758568,1,0,0,0,0,-0.603541,-0.245587,0,0,0.245587,-0.603541
501,1,-0.758111,0,0,-0.758111,1,0,0,0,0,-0.600154,-0.255112,0,0,0.255112,-0.600154
502,1,-0.757634,0,0,-0.757634,1,0,0,0,0,-0.596677,-0.264513,0,0,0.264513,-0.596677
503,1,-0.757119,0,0,-0.757119,1,0,0,0,0,-0.593134,-0.273795,0,0,0.273795,-0.593134
504,1,-0.756582,0,0,-0.756582,1,0,0,0,0,-0.589508,-0.282955,0,0,0.282955,-0.589508
505,1,-0.756009,0,0,-0.756009,1,0,0,0,0,-0.585822,-0.291997,0,0,0.291997,-0.585822
506,1,-0.755415,0,0,-0.755415,1,0,0,0,0,-0.582061,-0.30092,0,0,0.30092,-0.582061
507,1,-0.754786,0,0,-0.754786,1,0,0,0,0,-0.578244,-0.309729,0,0,0.309729,-0.578244
508,1,-0.754135,0,0,-0.754135,1,0,0,0,0,-0.57436,-0.318419,0,0,0.318419,-0.57436
509,1,-0.753451,0,0,-0.753451,1,0,0,0,0,-0.570425,-0.326997,0,0,0.326997,-0.570425
510,1,-0.752744,0,0,-0.752744,1,0,0,0,0,-0.566429,-0.335461,0,0,0.335461,-0.566429
511,1,-0.752007,0,0,-0.752007,1,0,0,0,0,-0.562386,-0.343813,0,0,0.343813,-0.562386
512,1,-0.751246,0,0,-0.751246,1,0,0,0,0,-0.55829,-0.352054,0,0,0.352054,-0.55829
513,1,-0.750456,0,0,-0.750456,1,0,0,0,0,-0.554149,-0.360186,0,0,0.360186,-0.554149
514,1,-0.749642,0,0,-0.749642,1,0,0,0,0,-0.549962,-0.36821,0,0,0.36821,-0.549962
515,1,-0.748802,0,0,-0.748802,1,0,0,0,0,-0.545733,-0.376126,0,0,0.376126,-0.545733
516,1,-0.747936,0,0,-0.747936,1,0,0,0,0,-0.541465,-0.383937,0,0,0.383937,-0.541465
517,1,-0.747047,0,0,-0.747047,1,0,0,0,0,-0.537156,-0.391642,0,0,0.391642,-0.537156
518,1,-0.746131,0,0,-0.746131,1,0,0,0,0,-0.532815,-0.399246,0,0,0.399246,-0.532815
519,1,-0.745194,0,0,-0.745194,1,0,0,0,0,-0.528435,-0.406745,0,0,0.406745,-0.528435
520,1,-0.744228,0,0,-0.744228,1,0,0,0,0,-0.52403,-0.414146,0,0,0.414146,-0.52403
521,1,-0.743245,0,0,-0.743245,1,0,0,0,0,-0.519587,-0.421445,0,0,0.421445,-0.519587
522,1,-0.742232,0,0,-0.742232,1,0,0,0,0,-0.515124,-0.428648,0,0,0.428648,-0.515124
523,1,-0.741201,0,0,-0.741201,1,0,0,0,0,-0.510628,-0.435752,0,0,0.435752,-0.510628
524,1,-0.740144,0,0,-0.740144,1,0,0,0,0,-0.506112,-0.442762,0,0,0.442762,-0.506112
525,1,-0.739067,0,0,-0.739067,1,0,0,0,0,-0.50157,-0.449675,0,0,0.449675,-0.50157
526,1,-0.737967,0,0,-0.737967,1,0,0,0,0,-0.497007,-0.456497,0,0,0.456497,-0.497007
527,1,-0.736845,0,0,-0.736845,1,0,0,0,0,-0.492424,-0.463226,0,0,0.463226,-0.492424
528,1,-0.735703,0,0,-0.735703,1,0,0,0,0,-0.487822,-0.469863,0,0,0.469863,-0.487822
529,1,-0.734537,0,0,-0.734537,1,0,0,0,0,-0.483205,-0.476412,0,0,0.476412,-0.483205
530,1,-0.733355,0,0,-0.733355,1,0,0,0,0,-0.478568,-0.48287,0,0,0.48287,-0.478568
531,1,-0.732147,0,0,-0.732147,1,0,0,0,0,-0.473922,-0.489243,0,0,0.489243,-0.473922
532,1,-0.730923,0,0,-0.730923,1,0,0,0,0,-0.469258,-0.495528,0,0,0.495528,-0.469258
533,1,-0.729675,0,0,-0.729675,1,0,0,0,0,-0.464587,-0.50173,0,0,0.50173,-0.464587
534,1,-0.728411,0,0,-0.728411,1,0,0,0,0,-0.459902,-0.507846,0,0,0.507846,-0.459902
535,1,-0.727125,0,0,-0.727125,1,0,0,0,0,-0.455209,-0.513881,0,0,0.513881,-0.455209
536,1,-0.72582,0,0,-0.72582,1,0,0,0,0,-0.450508,-0.519834,0,0,0.519834,-0.450508
537,1,-0.724499,0,0,-0.724499,1,0,0,0,0,-0.445798,-0.525706,0,0,0.525706,-0.445798
538,1,-0.723154,0,0,-0.723154,1,0,0,0,0,-0.441085,-0.5315,0,0,0.5315,-0.441085
539,1,-0.721795,0,0,-0.721795,1,0,0,0,0,-0.436363,-0.537214,0,0,0.537214,-0.436363
540,1,-0.720414,0,0,-0.720414,1,0,0,0,0,-0.431641,-0.542854,0,0,0.542854,-0.431641
541,1,-0.719017,0,0,-0.719017,1,0,0,0,0,-0.426914,-0.548415,0,0,0.548415,-0.426914
542,1,-0.717601,0,0,-0.717601,1,0,0,0,0,-0.422185,-0.553903,0,0,0.553903,-0.422185
543,1,-0.716167,0,0,-0.716167,1,0,0,0,0,-0.417455,-0.559317,0,0,0.559317,-0.417455
544,1,-0.714718,0,0,-0.714718,1,0,0,0,0,-0.412722,-0.564657,0,0,0.564657,-0.412722
545,1,-0.713247,0,0,-0.713247,1,0,0,0,0,-0.407995,-0.569929,0,0,0.569929,-0.407995
546,1,-0.711763,0,0,-0.711763,1,0,0,0,0,-0.403264,-0.575127,0,0,0.575127,-0.403264
547,1,-0.710259,0,0,-0.710259,1,0,0,0,0,-0.398539,-0.580258,0,0,0.580258,-0.398539
548,1,-0.708739,0,0,-0.708739,1,0,0,0,0,-0.393815,-0.585319,0,0,0.585319,-0.393815
549,1,-0.707203,0,0,-0.707203,1,0,0,0,0,-0.389093,-0.590313,0,0,0.590313,-0.389093
550,1,-0.705648,0,0,-0.705648,1,0,0,0,0,-0.384379,-0.595242,0,0,0.595242,-0.384379
551,1,-0.704081,0,0,-0.704081,1,0,0,0,0,-0.379666,-0.600104,0,0,0.600104,-0.379666
552,1,-0.702492,0,0,-0.702492,1,0,0,0,0,-0.374962,-0.604904,0,0,0.604904,-0.374962
553,1,-0.700889,0,0,-0.700889,1,0,0,0,0,-0.370263,-0.609639,0,0,0.609639,-0.370263
554,1,-0.69927,0,0,-0.69927,1,0,0,0,0,-0.36557,-0.614312,0,0,0.614312,-0.36557
555,1,-0.697634,0,0,-0.697634,1,0,0,0,0,-0.360886,-0.618925,0,0,0.618925,-0.360886
556,1,-0.695985,0,0,-0.695985,1,0,0,0,0,-0.356207,-0.623475,0,0,0.623475,-0.356207
557,1,-0.694315,0,0,-0.694315,1,0,0,0,0,-0.351541,-0.627969,0,0,0.627969,-0.351541
558,1,-0.692633,0,0,-0.692633,1,0,0,0,0,-0.34688,-0.632403,0,0,0.632403,-0.34688
559,1,-0.690935,0,0,-0.690935,1,0,0,0,0,-0.34223,-0.636779,0,0,0.636779,-0.34223
560,1,-0.689219,0,0,-0.689219,1,0,0,0,0,-0.337591,-0.6411,0,0,0.6411,-0.337591
561,1,-0.687491,0,0,-0.687491,1,0,0,0,0,-0.33296,-0.645363,0,0,0.645363,-0.33296
562,1,-0.685743,0,0,-0.685743,1,0,0,0,0,-0.328343,-0.649574,0,0,0.649574,-0.328343
563,1,-0.683983,0,0,-0.683983,1,0,0,0,0,-0.323735,-0.65373,0,0,0.65373,-0.323735
564,1,-0.682207,0,0,-0.682207,1,0,0,0,0,-0.319139,-0.657833,0,0,0.657833,-0.319139
565,1,-0.680413,0,0,-0.680413,1,0,0,0,0,-0.314557,-0.661885,0,0,0.661885,-0.314557
566,1,-0.678608,0,0,-0.678608,1,0,0,0,0,-0.309984,-0.665884,0,0,0.665884,-0.309984
567,1,-0.676784,0,0,-0.676784,1,0,0,0,0,-0.305427,-0.669834,0,0,0.669834,-0.305427
568,1,-0.674946,0,0,-0.674946,1,0,0,0,0,-0.300882,-0.673735,0,0,0.673735,-0.300882
569,1,-0.673094,0,0,-0.673094,1,0,0,0,0,-0.296349,-0.677585,0,0,0.677585,-0.296349
570,1,-0.671224,0,0,-0.671224,1,0,0,0,0,-0.291832,-0.68139,0,0,0.68139,-0.291832
571,1,-0.669341,0,0,-0.669341,1,0,0,0,0,-0.287327,-0.685146,0,0,0.685146,-0.287327
572,1,-0.667442,0,0,-0.667442,1,0,0,0,0,-0.282838,-0.688857,0,0,0.688857,-0.282838
573,1,-0.665527,0,0,-0.665527,1,0,0,0,0,-0.278363,-0.692523,0,0,0.692523,-0.278363
574,1,-0.663599,0,0,-0.663599,1,0,0,0,0,-0.2739,-0.696143,0,0,0.696143,-0.2739
575,1,-0.661653,0,0,-0.661653,1,0,0,0,0,-0.269456,-0.699721,0,0,0.699721,-0.269456
576,1,-0.659693,0,0,-0.659693,1,0,0,0,0,-0.265026,-0.703254,0,0,0.703254,-0.265026
577,1,-0.657719,0,0,-0.657719,1,0,0,0,0,-0.26061,-0.706745,0,0,0.706745,-0.26061
578,1,-0.655726,0,0,-0.655726,1,0,0,0,0,-0.256212,-0.710196,0,0,0.710196,-0.256212
579,1,-0.653721,0,0,-0.653721,1,0,0,0,0,-0.251827,-0.713605,0,0,0.713605,-0.251827
580,1,-0.651699,0,0,-0.651699,1,0,0,0,0,-0.247459,-0.716974,0,0,0.716974,-0.247459
581,1,-0.649661,0,0,-0.649661,1,0,0,0,0,-0.243109,-0.720304,0,0,0.720304,-0.243109
582,1,-0.647611,0,0,-0.647611,1,0,0,0,0,-0.238771,-0.723594,0,0,0.723594,-0.238771
583,1,-0.645541,0,0,-0.645541,1,0,0,0,0,-0.234453,-0.726848,0,0,0.726848,-0.234453
584,1,-0.643458,0,0,-0.643458,1,0,0,0,0,-0.230151,-0.730064,0,0,0.730064,-0.230151
585,1,-0.64136,0,0,-0.64136,1,0,0,0,0,-0.225863,-0.733241,0,0,0.733241,-0.225863
586,1,-0.639243,0,0,-0.639243,1,0,0,0,0,-0.221595,-0.736386,0,0,0.736386,-0.221595
587,1,-0.637113,0,0,-0.637113,1,0,0,0,0,-0.217342,-0.739493,0,0,0.739493,-0.217342
588,1,-0.634967,0,0,-0.634967,1,0,0,0,0,-0.213105,-0.742565,0,0,0.742565,-0.213105
589,1,-0.632803,0,0,-0.632803,1,0,0,0,0,-0.208887,-0.745605,0,0,0.745605,-0.208887
590,1,-0.630625,0,0,-0.630625,1,0,0,0,0,-0.204684,-0.74861,0,0,0.74861,-0.204684
591,1,-0.62843,0,0,-0.62843,1,0,0,0,0,-0.200499,-0.751582,0,0,0.751582,-0.200499
592,1,-0.626218,0,0,-0.626218,1,0,0,0,0,-0.196331,-0.754523,0,0,0.754523,-0.196331
593,1,-0.623992,0,0,-0.623992,1,0,0,0,0,-0.192179,-0.757431,0,0,0.757431,-0.192179
594,1,-0.621747,0,0,-0.621747,1,0,0,0,0,-0.188045,-0.760309,0,0,0.760309,-0.188045
595,1,-0.619486,0,0,-0.619486,1,0,0,0,0,-0.183929,-0.763156,0,0,0.763156,-0.183929
596,1,-0.617211,0,0,-0.617211,1,0,0,0,0,-0.179827,-0.765971,0,0,0.765971,-0.179827
597,1,-0.614916,0,0,-0.614916,1,0,0,0,0,-0.175746,-0.76876,0,0,0.76876,-0.175746
598,1,-0.612605,0,0,-0.612605,1,0,0,0,0,-0.17168,-0.771519,0,0,0.771519,-0.17168
599,1,-0.61028,0,0,-0.61028,1,0,0,0,0,-0.16763,-0.774247,0,0,0.774247,-0.16763
600,1,-0.607933,0,0,-0.607933,1,0,0,0,0,-0.1636,-0.776951,0,0,0.776951,-0.1636
601,1,-0.605571,0,0,-0.605571,1,0,0,0,0,-0.159585,-0.779626,0,0,0.779626,-0.159585
602,1,-0.603194,0,0,-0.603194,1,0,0,0,0,-0.155586,-0.782273,0,0,0.782273,-0.155586
603,1,-0.600795,0,0,-0.600795,1,0,0,0,0,-0.151607,-0.784896,0,0,0.784896,-0.151607
604,1,-0.59838,0,0,-0.59838,1,0,0,0,0,-0.147643,-0.787491,0,0,0.787491,-0.147643
605,1,-0.59595,0,0,-0.59595,1,0,0,0,0,-0.143695,-0.790061,0,0,0.790061,-0.143695
606,1,-0.593498,0,0,-0.593498,1,0,0,0,0,-0.139767,-0.792607,0,0,0.792607,-0.139767
607,1,-0.591029,0,0,-0.591029,1,0,0,0,0,-0.135853,-0.795128,0,0,0.795128,-0.135853
608,1,-0.588544,0,0,-0.588544,1,0,0,0,0,-0.131955,-0.797624,0,0,0.797624,-0.131955
609,1,-0.586037,0,0,-0.586037,1,0,0,0,0,-0.128077,-0.800098,0,0,0.800098,-0.128077
610,1,-0.583514,0,0,-0.583514,1,0,0,0,0,-0.124213,-0.802547,0,0,0.802547,-0.124213
611,1,-0.580973,0,0,-0.580973,1,0,0,0,0,-0.120365,-0.804973,0,0,0.804973,-0.120365
612,1,-0.57841,0,0,-0.57841,1,0,0,0,0,-0.116536,-0.807379,0,0,0.807379,-0.116536
613,1,-0.57583,0,0,-0.57583,1,0,0,0,0,-0.112721,-0.809761,0,0,0.809761,-0.112721
614,1,-0.573232,0,0,-0.573232,1,0,0,0,0,-0.108921,-0.812121,0,0,0.812121,-0.108921
615,1,-0.570611,0,0,-0.570611,1,0,0,0,0,-0.105141,-0.814462,0,0,0.814462,-0.105141
616,1,-0.567973,0,0,-0.567973,1,0,0,0,0,-0.101374,-0.81678,0,0,0.81678,-0.101374
617,1,-0.565316,0,0,-0.565316,1,0,0,0,0,-0.097622,-0.819077,0,0,0.819077,-0.097622
618,1,-0.562636,0,0,-0.562636,1,0,0,0,0,-0.093889,-0.821356,0,0,0.821356,-0.093889
619,1,-0.559937,0,0,-0.559937,1,0,0,0,0,-0.09017,-0.823614,0,0,0.823614,-0.09017
620,1,-0.55722,0,0,-0.55722,1,0,0,0,0,-0.086465,-0.825851,0,0,0.825851,-0.086465
621,1,-0.554479,0,0,-0.554479,1,0,0,0,0,-0.082778,-0.828071,0,0,0.828071,-0.082778
622,1,-0.551718,0,0,-0.551718,1,0,0,0,0,-0.079105,-0.830271,0,0,0.830271,-0.079105
